# This file was produced by bcftools (1.2+htslib-1.2), the command line was:
# 	 bcftools gtcheck  -H test.vcf.gz
# and the working directory was:
# 	 /Users/dancook/coding/git/vcf-toolbox
#
# [1]SM	[2]Average Discordance	[3]Average depth	[4]Average number of sites	[5]Sample	[6]Sample ID
CN	0	100	37.59	NIC3	CX11314
CN	0	60	40.07	NIC3	CX11315
CN	0	99	28.62	NIC3	DL200
CN	0	98	56.44	NIC3	DL226
CN	0	114	68.14	NIC3	DL238
CN	0	115	61.85	NIC3	ED3005
CN	0	96	33.15	NIC3	ED3011
CN	0	37	40.43	NIC3	ED3012
CN	0	76	81.92	NIC3	ED3017
CN	0	83	84.41	NIC3	ED3040
CN	0	122	76.58	NIC3	ED3046
CN	0	106	49.11	NIC3	ED3048
CN	0	125	79.07	NIC3	ED3049
CN	0	104	61.45	NIC3	ED3052
CN	0	110	79.20	NIC3	ED3073
CN	0	134	68.57	NIC3	ED3077
CN	0	56	42.27	NIC3	EG4347
CN	0	117	35.60	NIC3	EG4349
CN	0	100	68.79	NIC3	EG4724
CN	0	94	25.15	NIC3	EG4725
CN	0	99	72.70	NIC3	EG4946
CN	0	110	62.95	NIC3	GXW1
CN	0	45	34.13	NIC3	JT11398
CN	5	105	57.14	NIC3	JU1088
CN	0	115	30.18	NIC3	JU1172
CN	0	31	82.94	NIC3	JU1200
CN	0	39	25.69	NIC3	JU1212
CN	0	87	48.52	NIC3	JU1213
CN	0	89	38.00	NIC3	JU1242
CN	0	73	34.53	NIC3	JU1246
CN	0	52	18.94	NIC3	JU1395
CN	0	107	73.74	NIC3	JU1400
CN	0	108	77.18	NIC3	JU1409
CN	0	69	25.45	NIC3	JU1440
CN	0	96	78.56	NIC3	JU1491
CN	0	143	73.83	NIC3	JU1530
CN	0	30	46.50	NIC3	JU1568
CN	0	81	92.77	NIC3	JU1580
CN	0	114	85.75	NIC3	JU1581
CN	0	23	89.96	NIC3	JU1586
CN	0	92	42.58	NIC3	JU1652
CN	0	74	44.39	NIC3	JU1896
CN	0	120	40.42	NIC3	JU2001
CN	0	101	67.09	NIC3	JU2007
CN	0	111	23.39	NIC3	JU2464
CN	0	117	69.53	NIC3	JU258
CN	0	149	84.80	NIC3	JU310
CN	0	68	89.21	NIC3	JU311
CN	0	26	23.73	NIC3	JU312
CN	0	138	60.49	NIC3	JU323
CN	0	75	57.95	NIC3	JU346
CN	0	104	74.22	NIC3	JU360
CN	0	45	55.27	NIC3	JU367
CN	0	55	30.58	NIC3	JU393
CN	0	30	55.77	NIC3	JU394
CN	0	72	40.82	NIC3	JU397
CN	0	27	19.41	NIC3	JU406
CN	0	81	47.52	NIC3	JU440
CN	0	76	32.79	NIC3	JU561
CN	0	68	61.87	NIC3	JU642
CN	0	103	41.84	NIC3	JU751
CN	0	95	56.89	NIC3	JU774
CN	0	99	60.62	NIC3	JU775
CN	0	94	64.51	NIC3	JU778
CN	0	100	86.48	NIC3	JU782
CN	0	73	22.51	NIC3	JU792
CN	0	89	41.99	NIC3	JU830
CN	0	95	28.81	NIC3	JU847
CN	0	124	54.55	NIC3	KR314
CN	7	101	61.16	NIC3	LKC34
CN	0	0	0.00	NIC3	LSJ1
CN	0	94	50.72	NIC3	MY10
CN	0	88	80.60	NIC3	MY16
CN	0	119	79.39	NIC3	MY18
CN	0	135	77.64	NIC3	MY1
CN	0	98	69.98	NIC3	MY23
CN	0	0	0.00	NIC3	N2
CN	1	73	29.88	NIC3	NIC166
CN	0	94	77.17	NIC3	NIC195
CN	0	124	54.87	NIC3	NIC199
CN	0	71	52.96	NIC3	NIC1
CN	0	57	31.02	NIC3	NIC207
CN	0	107	70.76	NIC3	NIC231
CN	0	99	47.00	NIC3	NIC236
CN	0	59	15.68	NIC3	NIC256
CN	0	73	18.42	NIC3	NIC267
CN	0	38	47.66	NIC3	NIC2
CN	0	63	45.71	PB303	AB1
CN	0	87	45.66	PB303	AB4
CN	0	5	45.60	PB303	CB4851_CGC
CN	0	59	49.66	PB303	CB4852
CN	0	95	44.16	PB303	CB4853
CN	0	57	49.49	PB303	CB4854
CN	0	85	42.53	PB303	CB4855_UK
CN	0	68	44.19	PB303	CB4856
CN	0	79	41.48	PB303	CB4857
CN	0	2	41.50	PB303	CB4858_UK
CN	0	44	46.91	PB303	CB4932
CN	0	58	35.17	PB303	CX11254
CN	0	63	30.86	PB303	CX11262
CN	0	76	44.09	PB303	CX11264
CN	0	73	44.32	PB303	CX11271
CN	25	69	36.49	PB303	CX11276
CN	0	87	45.63	PB303	CX11285
CN	0	79	47.11	PB303	CX11292
CN	0	93	40.44	PB303	CX11307
CN	0	71	39.72	PB303	CX11314
CN	0	61	37.57	PB303	CX11315
CN	0	56	29.68	PB303	DL200
CN	0	79	45.97	PB303	DL226
CN	0	55	43.45	PB303	DL238
CN	0	81	45.74	PB303	ED3005
CN	0	60	35.68	PB303	ED3011
CN	0	43	41.21	PB303	ED3012
CN	0	64	48.38	PB303	ED3017
CN	0	66	48.59	PB303	ED3040
CN	0	102	43.12	PB303	ED3046
CN	0	76	45.12	PB303	ED3048
CN	0	99	43.22	PB303	ED3049
CN	0	66	47.64	PB303	ED3052
CN	0	84	48.10	PB303	ED3073
CN	0	81	48.89	PB303	ED3077
CN	0	55	41.02	PB303	EG4347
CN	0	72	37.92	PB303	EG4349
CN	0	64	46.83	PB303	EG4724
CN	0	76	26.13	PB303	EG4725
CN	0	67	46.10	PB303	EG4946
CN	0	84	46.90	PB303	GXW1
CN	0	53	34.25	PB303	JT11398
CN	0	89	45.08	PB303	JU1088
CN	0	80	31.60	PB303	JU1172
CN	0	12	60.25	PB303	JU1200
CN	0	6	21.83	PB303	JU1212
CN	0	53	43.77	PB303	JU1213
CN	0	54	38.80	PB303	JU1242
CN	0	28	39.71	PB303	JU1246
CN	0	43	18.77	PB303	JU1395
CN	0	66	44.18	PB303	JU1400
CN	0	71	47.83	PB303	JU1409
CN	0	60	27.13	PB303	JU1440
CN	0	78	46.54	PB303	JU1491
CN	0	61	44.80	PB303	JU1530
CN	0	5	42.60	PB303	JU1568
CN	0	58	47.62	PB303	JU1580
CN	0	64	47.34	PB303	JU1581
CN	0	16	47.25	PB303	JU1586
CN	0	57	41.77	PB303	JU1652
CN	0	44	43.05	PB303	JU1896
CN	0	89	36.30	PB303	JU2001
CN	0	70	45.99	PB303	JU2007
CN	0	85	23.85	PB303	JU2464
CN	0	74	41.69	PB303	JU258
CN	0	67	45.96	PB303	JU310
CN	0	69	43.17	PB303	JU311
CN	0	27	23.22	PB303	JU312
CN	0	58	46.83	PB303	JU323
CN	0	46	45.83	PB303	JU346
CN	0	81	43.81	PB303	JU360
CN	0	16	41.44	PB303	JU367
CN	0	43	34.35	PB303	JU393
CN	0	5	39.00	PB303	JU394
CN	0	40	40.98	PB303	JU397
CN	0	12	17.92	PB303	JU406
CN	0	17	49.94	PB303	JU440
CN	0	48	34.40	PB303	JU561
CN	0	51	44.51	PB303	JU642
CN	0	70	40.31	PB303	JU751
CN	0	59	46.32	PB303	JU774
CN	0	72	43.22	PB303	JU775
CN	0	78	45.41	PB303	JU778
CN	0	69	48.32	PB303	JU782
CN	0	41	24.85	PB303	JU792
CN	0	68	41.97	PB303	JU830
CN	0	57	29.56	PB303	JU847
CN	0	89	45.51	PB303	KR314
CN	0	67	47.21	PB303	LKC34
CN	0	0	0.00	PB303	LSJ1
CN	0	86	44.43	PB303	MY10
CN	0	53	45.81	PB303	MY16
CN	0	71	45.83	PB303	MY18
CN	0	68	48.88	PB303	MY1
CN	0	62	41.02	PB303	MY23
CN	0	0	0.00	PB303	N2
CN	0	34	32.18	PB303	NIC166
CN	0	51	48.88	PB303	NIC195
CN	0	61	44.74	PB303	NIC199
CN	0	71	43.27	PB303	NIC1
CN	0	54	35.59	PB303	NIC207
CN	0	74	49.59	PB303	NIC231
CN	0	64	42.73	PB303	NIC236
CN	0	43	16.86	PB303	NIC256
CN	0	41	20.56	PB303	NIC267
CN	0	29	45.83	PB303	NIC2
CN	0	64	46.44	PB303	NIC3
CN	0	78	38.40	PB306	AB1
CN	0	154	44.36	PB306	AB4
CN	0	11	46.18	PB306	CB4851_CGC
CN	0	67	43.13	PB306	CB4852
CN	0	154	45.27	PB306	CB4853
CN	0	78	41.35	PB306	CB4854
CN	0	150	37.45	PB306	CB4855_UK
CN	0	105	47.60	PB306	CB4856
CN	0	155	41.34	PB306	CB4857
CN	0	6	26.50	PB306	CB4858_UK
CN	0	36	56.06	PB306	CB4932
CN	0	106	32.18	PB306	CX11254
CN	0	154	29.21	PB306	CX11262
CN	0	167	47.15	PB306	CX11264
CN	0	88	39.30	PB306	CX11271
CN	25	84	34.05	PB306	CX11276
CN	0	154	43.65	PB306	CX11285
CN	0	122	44.78	PB306	CX11292
CN	0	101	41.92	PB306	CX11307
CN	0	163	35.44	PB306	CX11314
CN	0	103	35.45	PB306	CX11315
CN	0	64	28.58	PB306	DL200
CN	0	123	41.80	PB306	DL226
CN	0	124	44.95	PB306	DL238
CN	0	144	40.17	PB306	ED3005
CN	0	99	32.03	PB306	ED3011
CN	0	27	35.59	PB306	ED3012
CN	0	64	46.98	PB306	ED3017
CN	0	75	45.76	PB306	ED3040
CN	0	111	43.57	PB306	ED3046
CN	0	85	38.98	PB306	ED3048
CN	0	110	43.44	PB306	ED3049
CN	0	77	45.58	PB306	ED3052
CN	0	76	44.83	PB306	ED3073
CN	0	97	43.46	PB306	ED3077
CN	0	46	33.74	PB306	EG4347
CN	0	99	33.52	PB306	EG4349
CN	0	92	45.87	PB306	EG4724
CN	0	96	24.00	PB306	EG4725
CN	0	117	43.59	PB306	EG4946
CN	0	94	42.29	PB306	GXW1
CN	0	42	31.71	PB306	JT11398
CN	5	100	40.58	PB306	JU1088
CN	0	137	29.16	PB306	JU1172
CN	0	16	46.88	PB306	JU1200
CN	0	15	26.27	PB306	JU1212
CN	0	58	41.50	PB306	JU1213
CN	0	63	36.83	PB306	JU1242
CN	0	40	36.48	PB306	JU1246
CN	0	41	18.12	PB306	JU1395
CN	0	101	43.15	PB306	JU1400
CN	0	89	45.19	PB306	JU1409
CN	0	72	24.31	PB306	JU1440
CN	0	74	48.39	PB306	JU1491
CN	0	90	45.32	PB306	JU1530
CN	0	15	48.53	PB306	JU1568
CN	0	70	52.57	PB306	JU1580
CN	0	81	46.33	PB306	JU1581
CN	0	15	52.33	PB306	JU1586
CN	0	56	35.70	PB306	JU1652
CN	0	47	36.74	PB306	JU1896
CN	0	114	35.03	PB306	JU2001
CN	0	87	44.20	PB306	JU2007
CN	0	86	23.71	PB306	JU2464
CN	0	94	41.86	PB306	JU258
CN	0	97	45.05	PB306	JU310
CN	0	55	50.35	PB306	JU311
CN	0	24	23.50	PB306	JU312
CN	0	97	44.16	PB306	JU323
CN	0	64	45.36	PB306	JU346
CN	0	104	42.99	PB306	JU360
CN	0	45	39.16	PB306	JU367
CN	0	51	30.14	PB306	JU393
CN	0	13	47.08	PB306	JU394
CN	0	51	40.51	PB306	JU397
CN	0	25	20.60	PB306	JU406
CN	0	51	39.86	PB306	JU440
CN	0	66	30.14	PB306	JU561
CN	0	43	46.88	PB306	JU642
CN	0	104	37.88	PB306	JU751
CN	0	107	41.23	PB306	JU774
CN	0	99	47.63	PB306	JU775
CN	0	72	45.93	PB306	JU778
CN	0	87	50.02	PB306	JU782
CN	0	51	23.22	PB306	JU792
CN	0	98	33.20	PB306	JU830
CN	0	69	25.68	PB306	JU847
CN	0	108	38.33	PB306	KR314
CN	7	102	42.21	PB306	LKC34
CN	0	0	0.00	PB306	LSJ1
CN	0	82	41.34	PB306	MY10
CN	0	110	45.92	PB306	MY16
CN	0	131	43.54	PB306	MY18
CN	0	98	44.20	PB306	MY1
CN	0	140	43.61	PB306	MY23
CN	0	0	0.00	PB306	N2
CN	13	58	27.78	PB306	NIC166
CN	0	79	47.58	PB306	NIC195
CN	0	111	42.23	PB306	NIC199
CN	0	54	44.24	PB306	NIC1
CN	0	44	31.45	PB306	NIC207
CN	0	88	44.69	PB306	NIC231
CN	0	79	40.58	PB306	NIC236
CN	0	65	15.00	PB306	NIC256
CN	0	70	19.11	PB306	NIC267
CN	0	22	39.68	PB306	NIC2
CN	0	117	45.16	PB306	NIC3
CN	0	63	40.51	PB306	PB303
CN	0	72	40.81	PS2025	AB1
CN	0	127	39.74	PS2025	AB4
CN	0	23	39.35	PS2025	CB4851_CGC
CN	0	57	41.04	PS2025	CB4852
CN	0	124	40.81	PS2025	CB4853
CN	0	65	43.12	PS2025	CB4854
CN	0	124	37.29	PS2025	CB4855_UK
CN	0	142	41.27	PS2025	CB4856
CN	0	132	38.84	PS2025	CB4857
CN	0	10	32.40	PS2025	CB4858_UK
CN	0	48	44.94	PS2025	CB4932
CN	0	150	32.01	PS2025	CX11254
CN	0	185	29.52	PS2025	CX11262
CN	0	195	40.68	PS2025	CX11264
CN	0	86	39.40	PS2025	CX11271
CN	25	95	33.25	PS2025	CX11276
CN	0	170	39.82	PS2025	CX11285
CN	0	96	41.78	PS2025	CX11292
CN	0	124	38.44	PS2025	CX11307
CN	0	178	35.56	PS2025	CX11314
CN	0	122	33.94	PS2025	CX11315
CN	0	74	28.70	PS2025	DL200
CN	0	133	39.75	PS2025	DL226
CN	0	144	40.58	PS2025	DL238
CN	0	139	38.17	PS2025	ED3005
CN	0	84	33.18	PS2025	ED3011
CN	0	33	36.67	PS2025	ED3012
CN	0	58	42.29	PS2025	ED3017
CN	0	92	40.04	PS2025	ED3040
CN	0	101	39.85	PS2025	ED3046
CN	0	79	38.96	PS2025	ED3048
CN	0	101	39.81	PS2025	ED3049
CN	0	92	41.65	PS2025	ED3052
CN	0	76	41.87	PS2025	ED3073
CN	0	93	40.26	PS2025	ED3077
CN	0	45	37.69	PS2025	EG4347
CN	0	113	34.31	PS2025	EG4349
CN	0	101	41.91	PS2025	EG4724
CN	0	98	25.87	PS2025	EG4725
CN	0	96	40.41	PS2025	EG4946
CN	0	72	39.21	PS2025	GXW1
CN	0	44	35.77	PS2025	JT11398
CN	0	85	39.96	PS2025	JU1088
CN	0	118	29.78	PS2025	JU1172
CN	0	19	46.68	PS2025	JU1200
CN	0	35	24.51	PS2025	JU1212
CN	0	82	39.39	PS2025	JU1213
CN	0	82	35.38	PS2025	JU1242
CN	0	51	36.24	PS2025	JU1246
CN	0	37	19.38	PS2025	JU1395
CN	0	115	40.78	PS2025	JU1400
CN	0	77	42.10	PS2025	JU1409
CN	0	72	27.35	PS2025	JU1440
CN	0	104	41.58	PS2025	JU1491
CN	0	74	41.66	PS2025	JU1530
CN	0	21	39.76	PS2025	JU1568
CN	0	83	45.61	PS2025	JU1580
CN	0	76	42.67	PS2025	JU1581
CN	0	15	45.87	PS2025	JU1586
CN	0	76	36.67	PS2025	JU1652
CN	0	48	40.00	PS2025	JU1896
CN	0	142	33.94	PS2025	JU2001
CN	0	88	39.55	PS2025	JU2007
CN	0	92	23.66	PS2025	JU2464
CN	0	109	39.77	PS2025	JU258
CN	0	81	41.11	PS2025	JU310
CN	0	59	39.98	PS2025	JU311
CN	0	20	23.80	PS2025	JU312
CN	0	90	41.59	PS2025	JU323
CN	0	67	41.09	PS2025	JU346
CN	0	104	40.34	PS2025	JU360
CN	0	23	39.78	PS2025	JU367
CN	0	67	28.73	PS2025	JU393
CN	0	24	39.96	PS2025	JU394
CN	0	70	38.71	PS2025	JU397
CN	0	37	20.92	PS2025	JU406
CN	0	36	43.36	PS2025	JU440
CN	0	56	33.02	PS2025	JU561
CN	0	50	42.02	PS2025	JU642
CN	0	116	35.97	PS2025	JU751
CN	0	109	40.57	PS2025	JU774
CN	0	125	41.22	PS2025	JU775
CN	0	94	39.32	PS2025	JU778
CN	0	112	43.24	PS2025	JU782
CN	0	64	24.11	PS2025	JU792
CN	0	89	35.46	PS2025	JU830
CN	0	70	27.59	PS2025	JU847
CN	0	117	37.30	PS2025	KR314
CN	0	105	39.62	PS2025	LKC34
CN	0	0	0.00	PS2025	LSJ1
CN	0	99	38.65	PS2025	MY10
CN	0	115	40.55	PS2025	MY16
CN	0	119	38.59	PS2025	MY18
CN	0	99	40.85	PS2025	MY1
CN	0	166	40.80	PS2025	MY23
CN	0	0	0.00	PS2025	N2
CN	1	57	30.84	PS2025	NIC166
CN	0	104	39.52	PS2025	NIC195
CN	0	127	38.51	PS2025	NIC199
CN	0	62	39.81	PS2025	NIC1
CN	0	55	32.22	PS2025	NIC207
CN	0	82	42.44	PS2025	NIC231
CN	0	104	37.84	PS2025	NIC236
CN	0	81	15.59	PS2025	NIC256
CN	0	66	19.91	PS2025	NIC267
CN	0	28	40.82	PS2025	NIC2
CN	0	103	41.51	PS2025	NIC3
CN	0	76	38.84	PS2025	PB303
CN	0	173	38.25	PS2025	PB306
CN	0	70	59.29	PX179	AB1
CN	0	65	62.17	PX179	AB4
CN	0	12	56.00	PX179	CB4851_CGC
CN	0	56	63.34	PX179	CB4852
CN	0	68	61.34	PX179	CB4853
CN	0	51	53.49	PX179	CB4854
CN	0	64	42.02	PX179	CB4855_UK
CN	0	56	60.73	PX179	CB4856
CN	0	56	48.43	PX179	CB4857
CN	0	1	24.00	PX179	CB4858_UK
CN	0	47	57.36	PX179	CB4932
CN	0	30	42.43	PX179	CX11254
CN	0	45	30.71	PX179	CX11262
CN	0	49	60.82	PX179	CX11264
CN	0	74	44.68	PX179	CX11271
CN	25	47	39.13	PX179	CX11276
CN	0	70	61.67	PX179	CX11285
CN	0	63	59.86	PX179	CX11292
CN	0	50	47.56	PX179	CX11307
CN	0	50	41.78	PX179	CX11314
CN	0	36	42.97	PX179	CX11315
CN	0	53	28.08	PX179	DL200
CN	0	51	56.69	PX179	DL226
CN	0	52	55.35	PX179	DL238
CN	0	64	57.55	PX179	ED3005
CN	0	53	33.06	PX179	ED3011
CN	0	30	44.47	PX179	ED3012
CN	0	61	61.92	PX179	ED3017
CN	0	52	63.19	PX179	ED3040
CN	0	89	60.51	PX179	ED3046
CN	0	62	55.61	PX179	ED3048
CN	0	88	59.55	PX179	ED3049
CN	0	57	57.19	PX179	ED3052
CN	0	85	60.91	PX179	ED3073
CN	0	72	60.89	PX179	ED3077
CN	0	79	42.09	PX179	EG4347
CN	0	74	37.49	PX179	EG4349
CN	0	65	57.22	PX179	EG4724
CN	0	48	26.56	PX179	EG4725
CN	0	60	62.23	PX179	EG4946
CN	0	65	57.65	PX179	GXW1
CN	0	52	34.87	PX179	JT11398
CN	0	48	58.90	PX179	JU1088
CN	0	52	32.90	PX179	JU1172
CN	0	18	71.78	PX179	JU1200
CN	0	16	27.44	PX179	JU1212
CN	0	54	43.39	PX179	JU1213
CN	0	40	40.50	PX179	JU1242
CN	0	36	35.17	PX179	JU1246
CN	0	44	19.43	PX179	JU1395
CN	0	60	61.17	PX179	JU1400
CN	0	69	59.16	PX179	JU1409
CN	0	58	26.62	PX179	JU1440
CN	0	66	62.71	PX179	JU1491
CN	0	67	58.60	PX179	JU1530
CN	0	16	38.31	PX179	JU1568
CN	0	52	64.83	PX179	JU1580
CN	0	70	60.39	PX179	JU1581
CN	0	23	64.70	PX179	JU1586
CN	0	54	46.19	PX179	JU1652
CN	0	53	49.47	PX179	JU1896
CN	0	63	37.86	PX179	JU2001
CN	0	80	58.44	PX179	JU2007
CN	0	67	23.33	PX179	JU2464
CN	0	68	53.43	PX179	JU258
CN	0	75	60.57	PX179	JU310
CN	0	49	59.84	PX179	JU311
CN	0	32	23.16	PX179	JU312
CN	0	56	55.70	PX179	JU323
CN	0	61	54.10	PX179	JU346
CN	0	74	56.85	PX179	JU360
CN	0	21	50.86	PX179	JU367
CN	0	43	35.21	PX179	JU393
CN	0	13	46.31	PX179	JU394
CN	0	38	41.34	PX179	JU397
CN	0	12	18.25	PX179	JU406
CN	0	36	46.94	PX179	JU440
CN	0	46	32.78	PX179	JU561
CN	0	53	53.06	PX179	JU642
CN	0	60	42.88	PX179	JU751
CN	0	44	58.75	PX179	JU774
CN	0	64	55.02	PX179	JU775
CN	0	65	57.92	PX179	JU778
CN	0	48	68.38	PX179	JU782
CN	0	35	24.91	PX179	JU792
CN	0	54	42.24	PX179	JU830
CN	0	49	27.73	PX179	JU847
CN	0	59	53.80	PX179	KR314
CN	0	49	57.71	PX179	LKC34
CN	0	0	0.00	PX179	LSJ1
CN	0	68	51.46	PX179	MY10
CN	0	45	59.38	PX179	MY16
CN	0	56	59.62	PX179	MY18
CN	0	61	61.28	PX179	MY1
CN	0	48	55.73	PX179	MY23
CN	0	0	0.00	PX179	N2
CN	13	30	28.97	PX179	NIC166
CN	0	44	58.50	PX179	NIC195
CN	0	49	55.59	PX179	NIC199
CN	0	57	46.63	PX179	NIC1
CN	0	47	36.00	PX179	NIC207
CN	0	73	59.03	PX179	NIC231
CN	0	62	47.90	PX179	NIC236
CN	0	32	17.28	PX179	NIC256
CN	0	40	18.57	PX179	NIC267
CN	0	21	59.19	PX179	NIC2
CN	0	68	60.88	PX179	NIC3
CN	0	61	47.38	PX179	PB303
CN	0	47	44.17	PX179	PB306
CN	0	45	43.80	PX179	PS2025
CN	0	60	81.98	QG536	AB1
CN	0	103	146.38	QG536	AB4
CN	0	4	90.50	QG536	CB4851_CGC
CN	0	52	167.83	QG536	CB4852
CN	0	104	121.44	QG536	CB4853
CN	0	63	53.68	QG536	CB4854
CN	0	86	42.97	QG536	CB4855_UK
CN	0	100	136.22	QG536	CB4856
CN	0	93	50.03	QG536	CB4857
CN	0	2	49.00	QG536	CB4858_UK
CN	0	42	82.12	QG536	CB4932
CN	0	90	35.47	QG536	CX11254
CN	0	92	30.27	QG536	CX11262
CN	0	97	90.44	QG536	CX11264
CN	0	102	46.14	QG536	CX11271
CN	25	85	36.52	QG536	CX11276
CN	0	99	114.24	QG536	CX11285
CN	0	95	66.09	QG536	CX11292
CN	0	140	49.01	QG536	CX11307
CN	0	103	40.69	QG536	CX11314
CN	0	78	38.10	QG536	CX11315
CN	0	71	27.39	QG536	DL200
CN	0	83	58.89	QG536	DL226
CN	0	100	78.76	QG536	DL238
CN	0	107	64.54	QG536	ED3005
CN	0	69	34.20	QG536	ED3011
CN	0	28	46.57	QG536	ED3012
CN	0	65	93.72	QG536	ED3017
CN	0	84	111.06	QG536	ED3040
CN	0	114	82.53	QG536	ED3046
CN	0	93	54.70	QG536	ED3048
CN	0	112	105.12	QG536	ED3049
CN	0	112	60.25	QG536	ED3052
CN	0	91	100.44	QG536	ED3073
CN	0	110	73.93	QG536	ED3077
CN	0	60	44.20	QG536	EG4347
CN	0	117	35.91	QG536	EG4349
CN	0	110	69.70	QG536	EG4724
CN	0	108	25.95	QG536	EG4725
CN	0	75	79.71	QG536	EG4946
CN	0	103	64.68	QG536	GXW1
CN	0	55	35.27	QG536	JT11398
CN	0	127	59.77	QG536	JU1088
CN	0	89	31.69	QG536	JU1172
CN	0	12	138.17	QG536	JU1200
CN	0	18	27.89	QG536	JU1212
CN	0	74	44.68	QG536	JU1213
CN	0	63	39.43	QG536	JU1242
CN	0	34	37.74	QG536	JU1246
CN	0	33	19.88	QG536	JU1395
CN	0	105	73.74	QG536	JU1400
CN	0	85	81.64	QG536	JU1409
CN	0	59	27.46	QG536	JU1440
CN	0	94	82.94	QG536	JU1491
CN	0	81	70.67	QG536	JU1530
CN	0	8	40.88	QG536	JU1568
CN	0	75	120.23	QG536	JU1580
CN	0	74	118.15	QG536	JU1581
CN	0	12	112.67	QG536	JU1586
CN	0	79	42.65	QG536	JU1652
CN	0	38	52.47	QG536	JU1896
CN	0	114	36.54	QG536	JU2001
CN	0	92	69.84	QG536	JU2007
CN	0	89	23.46	QG536	JU2464
CN	0	92	80.27	QG536	JU258
CN	0	91	97.01	QG536	JU310
CN	0	50	110.84	QG536	JU311
CN	0	29	23.38	QG536	JU312
CN	0	90	56.88	QG536	JU323
CN	0	65	60.95	QG536	JU346
CN	0	109	99.23	QG536	JU360
CN	0	21	54.81	QG536	JU367
CN	0	55	34.38	QG536	JU393
CN	0	6	61.50	QG536	JU394
CN	0	46	45.28	QG536	JU397
CN	0	14	17.36	QG536	JU406
CN	0	18	52.89	QG536	JU440
CN	0	56	33.84	QG536	JU561
CN	0	62	66.60	QG536	JU642
CN	0	96	44.50	QG536	JU751
CN	0	85	57.61	QG536	JU774
CN	0	116	59.77	QG536	JU775
CN	0	105	65.08	QG536	JU778
CN	0	97	97.13	QG536	JU782
CN	0	50	24.10	QG536	JU792
CN	0	78	43.62	QG536	JU830
CN	0	48	29.98	QG536	JU847
CN	0	86	57.60	QG536	KR314
CN	0	85	61.92	QG536	LKC34
CN	0	0	0.00	QG536	LSJ1
CN	0	110	50.22	QG536	MY10
CN	0	72	99.93	QG536	MY16
CN	0	85	91.26	QG536	MY18
CN	0	104	126.58	QG536	MY1
CN	0	87	91.13	QG536	MY23
CN	0	0	0.00	QG536	N2
CN	0	43	30.23	QG536	NIC166
CN	0	88	106.93	QG536	NIC195
CN	0	101	55.66	QG536	NIC199
CN	0	84	46.51	QG536	NIC1
CN	0	55	34.82	QG536	NIC207
CN	0	92	83.86	QG536	NIC231
CN	0	80	51.84	QG536	NIC236
CN	0	72	16.21	QG536	NIC256
CN	0	57	19.68	QG536	NIC267
CN	0	33	52.00	QG536	NIC2
CN	0	91	83.05	QG536	NIC3
CN	0	112	43.34	QG536	PB303
CN	0	85	44.45	QG536	PB306
CN	0	106	39.85	QG536	PS2025
CN	0	73	60.41	QG536	PX179
CN	0	51	51.88	QG556	AB1
CN	0	92	54.01	QG556	AB4
CN	0	17	46.82	QG556	CB4851_CGC
CN	0	49	55.76	QG556	CB4852
CN	0	91	53.55	QG556	CB4853
CN	0	54	48.31	QG556	CB4854
CN	0	86	40.24	QG556	CB4855_UK
CN	0	117	54.81	QG556	CB4856
CN	0	101	51.27	QG556	CB4857
CN	0	4	32.00	QG556	CB4858_UK
CN	0	45	57.87	QG556	CB4932
CN	0	92	34.46	QG556	CX11254
CN	0	107	30.75	QG556	CX11262
CN	0	122	54.26	QG556	CX11264
CN	0	73	41.10	QG556	CX11271
CN	25	80	35.98	QG556	CX11276
CN	0	126	54.98	QG556	CX11285
CN	0	72	50.76	QG556	CX11292
CN	0	90	47.30	QG556	CX11307
CN	0	117	37.78	QG556	CX11314
CN	0	86	36.94	QG556	CX11315
CN	0	59	28.83	QG556	DL200
CN	0	106	50.09	QG556	DL226
CN	0	112	52.62	QG556	DL238
CN	0	113	48.97	QG556	ED3005
CN	0	78	36.24	QG556	ED3011
CN	0	27	43.33	QG556	ED3012
CN	0	47	60.26	QG556	ED3017
CN	0	74	54.69	QG556	ED3040
CN	0	79	56.04	QG556	ED3046
CN	0	63	48.76	QG556	ED3048
CN	0	80	55.45	QG556	ED3049
CN	0	68	54.56	QG556	ED3052
CN	0	66	55.88	QG556	ED3073
CN	0	65	53.97	QG556	ED3077
CN	0	40	44.33	QG556	EG4347
CN	0	91	33.85	QG556	EG4349
CN	0	82	49.23	QG556	EG4724
CN	0	74	26.84	QG556	EG4725
CN	0	72	55.96	QG556	EG4946
CN	0	59	50.24	QG556	GXW1
CN	0	39	34.46	QG556	JT11398
CN	0	64	53.39	QG556	JU1088
CN	0	86	30.52	QG556	JU1172
CN	0	18	64.44	QG556	JU1200
CN	0	27	23.63	QG556	JU1212
CN	0	74	43.74	QG556	JU1213
CN	0	74	37.24	QG556	JU1242
CN	0	43	39.14	QG556	JU1246
CN	0	34	18.71	QG556	JU1395
CN	0	90	54.54	QG556	JU1400
CN	0	66	55.65	QG556	JU1409
CN	0	50	26.58	QG556	JU1440
CN	0	79	55.85	QG556	JU1491
CN	0	54	54.06	QG556	JU1530
CN	0	20	50.15	QG556	JU1568
CN	0	70	57.67	QG556	JU1580
CN	0	69	52.65	QG556	JU1581
CN	0	11	66.27	QG556	JU1586
